Rang,Etablissement,Commune,Note,Filière,Texte
30,Joffre,Montpellier,"12,3",PSI,"Cet établissement public a présenté 91 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- CentraleSupélec : 1
	- Ensta Paris : 1
	- Isae-Supaero : 1
	- ESPCI : 4
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 2
	- Mines Nancy : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Phelma : 1
	- Enseeiht : 4
	- Télécom SudParis : 1
	- Arts et Métiers : 13
	- ESTP : 2
	- Centrale Méditerranée : 4"
30,La Martinière Monplaisir,Lyon 8e,"12,3",PSI,"Cet établissement public a présenté 86 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 3
	- Ecole centrale de Lyon : 3
	- Isae-Supaero : 2
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Enac : 1
	- Phelma : 3
	- Enseeiht : 4
	- Arts et Métiers : 2
	- ESTP : 4
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 9
	- ESM Saint-Cyr : 1"
30,Louis Pasteur,Neuilly-sur-Seine,"12,3",PSI,"Cet établissement public a présenté 36 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Télécom Paris : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 3
	- IMT Atlantique : 3
	- Mines Nancy : 1
	- Enseeiht : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 4
	- ESTP : 2"
33,Sainte-Marie,Antony,"12,2",PSI,"Cet établissement privé a présenté 44 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Ecole centrale de Lille : 2
	- Mines Nancy : 1
	- Enac : 2
	- Phelma : 1
	- Arts et Métiers : 3
	- ESTP : 6
	- Ensta Bretagne : 1
	- ESM Saint-Cyr : 2
	- Ecole Navale : 1"
34,Berthollet,Annecy,12,PSI,"Cet établissement public a présenté 34 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 1
	- Centrale Nantes : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Enac : 1
	- Phelma : 2
	- Télécom SudParis : 1
	- Arts et Métiers : 1
	- ESTP : 1
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 1"
34,Henri Wallon,Valenciennes,12,PSI,"Cet établissement public a présenté 41 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Isae-Supaero : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 1
	- Enac : 1
	- Enseeiht : 2
	- Arts et Métiers : 6
	- ESTP : 3
	- ESM Saint-Cyr : 1"
36,Déodat de Séverac,Toulouse,"11,9",PSI,"Cet établissement public a présenté 44 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 3
	- IMT Atlantique : 2
	- Enac : 1
	- Phelma : 1
	- Enseeiht : 2
	- Arts et Métiers : 1
	- ESTP : 1
	- Centrale Méditerranée : 1"
36,Joliot-Curie,Rennes,"11,9",PSI,"Cet établissement public a présenté 43 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lille : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Télécom SudParis : 2
	- Arts et Métiers : 8
	- ESTP : 1
	- Ensta Bretagne : 2
	- Centrale Méditerranée : 1
	- Ecole Navale : 2"
38,François Arago,Perpignan,"11,8",PSI,"Cet établissement public a présenté 42 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Mines Paris : 1
	- CentraleSupélec : 3
	- Centrale Nantes : 1
	- IMT Atlantique : 1
	- Enseeiht : 2
	- Arts et Métiers : 3"
39,Buffon,Paris 15e,"11,7",PSI,"Cet établissement public a présenté 31 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Centrale Nantes : 1
	- Phelma : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 4
	- ESTP : 1
	- Ensta Bretagne : 1"
40,Gay-Lussac,Limoges,"11,6",PSI,"Cet établissement public a présenté 38 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Isae-Supaero : 1
	- Centrale Nantes : 1
	- Phelma : 1
	- Enseeiht : 3
	- Arts et Métiers : 7"
40,Jean Perrin,Marseille 10e,"11,6",PSI,"Cet établissement public a présenté 36 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Télécom Paris : 1
	- Centrale Nantes : 1
	- Mines Nancy : 1
	- Enac : 2
	- Phelma : 1
	- Enseeiht : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 3"
40,Jeanne d'Albret,Saint-Germain-en-Laye,"11,6",PSI,"Cet établissement public a présenté 45 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ponts ParisTech : 1
	- Mines Nancy : 2
	- Enseeiht : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 3
	- ESTP : 2
	- Centrale Méditerranée : 2
	- ESM Saint-Cyr : 3"
40,Kléber,Strasbourg,"11,6",PSI,"Cet établissement public a présenté 120 candidats en PSI en 2023. Leur moyenne au bac est estimée à 17 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Ponts ParisTech : 1
	- Télécom Paris : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 3
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 4
	- IMT Atlantique : 4
	- Phelma : 1
	- Enseeiht : 1
	- Arts et Métiers : 9
	- ESTP : 1
	- Ensta Bretagne : 2
	- Centrale Méditerranée : 2"
44,Blaise Pascal,Clermont-Ferrand,"11,5",PSI,"Cet établissement public a présenté 29 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 2
	- Ecole centrale de Lyon : 1
	- Centrale Nantes : 1
	- Phelma : 1
	- Arts et Métiers : 1"
44,Jules Ferry,Versailles,"11,5",PSI,"Cet établissement public a présenté 38 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- CentraleSupélec : 1
	- Phelma : 1
	- Enseeiht : 1
	- Arts et Métiers : 1
	- ESTP : 2
	- Ensta Bretagne : 1
	- Ecole Navale : 2"
46,Fabert,Metz,"11,4",PSI,"Cet établissement public a présenté 40 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Isae-Supaero : 1
	- Ecole centrale de Lille : 2
	- Phelma : 2
	- Enseeiht : 1
	- Arts et Métiers : 3
	- ESTP : 3"
46,Henri Loritz,Nancy,"11,4",PSI,"Cet établissement public a présenté 74 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ponts ParisTech : 1
	- Télécom Paris : 1
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 1
	- Ensae : 1
	- Centrale Nantes : 1
	- Mines Nancy : 1
	- Enac : 1
	- Ensimag : 1
	- Phelma : 1
	- Enseeiht : 2
	- Arts et Métiers : 2
	- Centrale Méditerranée : 2
	- Ecole de l'Air et de l'Espace : 1"
46,Louis de Cormontaigne,Metz,"11,4",PSI,"Cet établissement public a présenté 20 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ecole centrale de Lyon : 1
	- Enac : 1
	- ESTP : 1"
46,Masséna,Nice,"11,4",PSI,"Cet établissement public a présenté 42 candidats en PSI en 2023. Leur moyenne au bac est estimée à 17,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Isae-Supaero : 1
	- Centrale Nantes : 3
	- IMT Atlantique : 3
	- Enac : 1
	- Arts et Métiers : 1
	- ESTP : 2
	- Centrale Méditerranée : 1"
46,Paul Cézanne,Aix-en-Provence,"11,4",PSI,"Cet établissement public a présenté 40 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 1
	- Isae-Supaero : 1
	- Centrale Nantes : 2
	- Phelma : 2
	- Arts et Métiers : 3"
46,Paul Valéry,Paris 12e,"11,4",PSI,"Cet établissement public a présenté 42 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 2
	- ESTP : 9
	- Centrale Méditerranée : 2"
52,Dupuy de Lôme,Lorient,"11,3",PSI,"Cet établissement public a présenté 36 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Centrale Nantes : 1
	- Phelma : 1
	- Arts et Métiers : 1
	- ESTP : 3
	- Ensta Bretagne : 3"
52,Jacques Decour,Paris 9e,"11,3",PSI,"Cet établissement public a présenté 80 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Isae-Supaero : 1
	- IMT Atlantique : 3
	- Phelma : 1
	- Enseeiht : 1
	- Télécom SudParis : 2
	- Arts et Métiers : 7
	- ESTP : 5
	- Centrale Méditerranée : 1
	- Ecole de l'Air et de l'Espace : 1"
54,Leconte de Lisle,Saint-Denis,"11,2",PSI,"Cet établissement public a présenté 30 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Isae-Supaero : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Ensimag : 1
	- ESTP : 1"
54,Pierre-Gilles de Gennes,Paris 13e,"11,2",PSI,"Cet établissement public a présenté 45 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 2
	- Arts et Métiers : 1
	- ESTP : 5
	- Ensta Bretagne : 1"
56,Albert Châtelet,Douai,"11,1",PSI,"Cet établissement public a présenté 41 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Ecole centrale de Lille : 1
	- Enseeiht : 3
	- Arts et Métiers : 2
	- Centrale Méditerranée : 1
	- Ecole Navale : 1"
56,César Baggio,Lille,"11,1",PSI,"Cet établissement public a présenté 56 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 1
	- Enac : 1
	- Enseeiht : 1
	- Arts et Métiers : 5
	- ESTP : 2
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 2"
56,François 1er,Fontainebleau,"11,1",PSI,"Cet établissement public a présenté 41 candidats en PSI en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Isae-Supaero : 1
	- Ecole centrale de Lille : 1
	- Enac : 1
	- Phelma : 1
	- Arts et Métiers : 4
	- ESM Saint-Cyr : 1"
56,Gustave Eiffel,Bordeaux,"11,1",PSI,"Cet établissement public a présenté 83 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Isae-Supaero : 1
	- Centrale Nantes : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Chimie ParisTech : 1
	- Enac : 1
	- Phelma : 1
	- Enseeiht : 4
	- Arts et Métiers : 1
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 1
	- ESM Saint-Cyr : 1
	- Ecole Navale : 1
	- Ecole de l'Air et de l'Espace : 1"
60,Jean Jaurès,Argenteuil,11,PSI,"Cet établissement public a présenté 18 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Télécom SudParis : 1
	- ESTP : 3"
60,Lapérouse,Albi,11,PSI,"Cet établissement public a présenté 22 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Centrale Nantes : 1
	- Enac : 1
	- Enseeiht : 2
	- Arts et Métiers : 1"
60,Lycée international de Valbonne,Sophia Antipolis,11,PSI,"Cet établissement public a présenté 38 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Phelma : 2
	- Arts et Métiers : 2
	- ESTP : 3
	- Centrale Méditerranée : 1"
60,Raspail,Paris 14e,11,PSI,"Cet établissement public a présenté 23 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 1
	- ESTP : 1
	- Centrale Méditerranée : 1"
60,Saint-Stanislas,Nantes,11,PSI,"Cet établissement privé a présenté 36 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Ecole centrale de Lille : 1
	- Enseeiht : 1
	- Arts et Métiers : 1
	- ESTP : 2
	- Centrale Méditerranée : 1"
60,Victor Hugo,Caen,11,PSI,"Cet établissement public a présenté 44 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enac : 1
	- Arts et Métiers : 1
	- ESTP : 6
	- ESM Saint-Cyr : 1
	- Ecole de l'Air et de l'Espace : 1"
60,Victor Hugo,Besançon,11,PSI,"Cet établissement public a présenté 32 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lille : 1
	- Enac : 2
	- Enseeiht : 1
	- Arts et Métiers : 2
	- Centrale Méditerranée : 1"
67,Claude Bernard,Paris 16e,"10,9",PSI,"Cet établissement public a présenté 71 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- IMT Atlantique : 1
	- Mines Nancy : 1
	- Ensimag : 1
	- Arts et Métiers : 1
	- ESTP : 7
	- Ecole de l'Air et de l'Espace : 1"
67,L'Essouriau,Les Ulis,"10,9",PSI,"Cet établissement public a présenté 24 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enac : 1
	- Phelma : 1
	- Enseeiht : 1
	- Télécom SudParis : 1
	- ESTP : 1"
67,Saint-Benoît,Angers,"10,9",PSI,"Cet établissement privé a présenté 25 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Centrale Nantes : 1
	- IMT Atlantique : 1
	- Arts et Métiers : 1
	- ESTP : 1
	- ESM Saint-Cyr : 1"
70,La Fayette,Clermont-Ferrand,"10,8",PSI,"Cet établissement public a présenté 25 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Phelma : 1
	- Enseeiht : 1"
70,Stanislas,Cannes,"10,8",PSI,"Cet établissement privé a présenté 27 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- IMT Atlantique : 1
	- Phelma : 2
	- Arts et Métiers : 1
	- Ecole de l'Air et de l'Espace : 1"
72,Baimbridge,Les Abymes,"10,7",PSI,"Cet établissement public a présenté 25 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- ESTP : 3"
72,Camille Vernet,Valence,"10,7",PSI,"Cet établissement public a présenté 19 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Phelma : 1
	- Centrale Méditerranée : 2"
72,Jean Perrin,Lyon 9e,"10,7",PSI,"Cet établissement public a présenté 38 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Isae-Supaero : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Arts et Métiers : 1
	- ESTP : 1
	- Centrale Méditerranée : 1"
72,Montesquieu,Le Mans,"10,7",PSI,"Cet établissement public a présenté 42 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Isae-Supaero : 1
	- Centrale Nantes : 1
	- IMT Atlantique : 1
	- Arts et Métiers : 1
	- ESTP : 1
	- Ensta Bretagne : 1"
72,Pothier,Orléans,"10,7",PSI,"Cet établissement public a présenté 57 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Enac : 1
	- Arts et Métiers : 3
	- ESTP : 3"
77,Albert Schweitzer,Le Raincy,"10,6",PSI,"Cet établissement public a présenté 35 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1
	- ESTP : 2
	- Centrale Méditerranée : 2"
77,Henri Moissan,Meaux,"10,6",PSI,"Cet établissement public a présenté 31 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 2
	- ESTP : 2"
79,Arsonval,Saint-Maur-des-Fossés,"10,5",PSI,"Cet établissement public a présenté 26 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- ESTP : 2"
79,Dumont d'Urville,Toulon,"10,5",PSI,"Cet établissement public a présenté 33 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Centrale Nantes : 1
	- Enac : 1
	- Phelma : 1
	- Enseeiht : 1"
79,François Rabelais,Saint-Brieuc,"10,5",PSI,"Cet établissement public a présenté 30 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 2
	- Ensta Bretagne : 1"
79,Henri Bergson,Angers,"10,5",PSI,"Cet établissement public a présenté 36 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1
	- Arts et Métiers : 1
	- ESTP : 1
	- Centrale Méditerranée : 1"
79,Les Eucalyptus,Nice,"10,5",PSI,"Cet établissement public a présenté 44 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Phelma : 1
	- Enseeiht : 1
	- ESTP : 3"
84,Alphonse Daudet,Nîmes,"10,4",PSI,"Cet établissement public a présenté 41 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enac : 2
	- Phelma : 1
	- ESTP : 1"
84,Camille Guérin,Poitiers,"10,4",PSI,"Cet établissement public a présenté 45 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 2"
84,Jean Bart,Dunkerque,"10,4",PSI,"Cet établissement public a présenté 34 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1
	- Arts et Métiers : 1
	- ESM Saint-Cyr : 1"
84,Jean Dautet,La Rochelle,"10,4",PSI,"Cet établissement public a présenté 38 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Phelma : 1
	- Arts et Métiers : 2"
84,Louis Thuillier,Amiens,"10,4",PSI,"Cet établissement public a présenté 30 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1"
84,Vauban,Brest,"10,4",PSI,"Cet établissement public a présenté 45 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Centrale Nantes : 1
	- Enac : 2
	- Ensta Bretagne : 1"
90,Parc des Loges,Evry,"10,3",PSI,"Cet établissement public a présenté 26 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Centrale Méditerranée : 2"
91,Albert Schweitzer,Mulhouse,"10,2",PSI,"Cet établissement public a présenté 28 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
91,Aristide Briand,Evreux,"10,2",PSI,"Cet établissement public a présenté 20 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
91,Auguste Brizeux,Quimper,"10,2",PSI,"Cet établissement public a présenté 29 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1"
91,Chrestien de Troyes,Troyes,"10,2",PSI,"Cet établissement public a présenté 24 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 1"
91,Condorcet,Montreuil,"10,2",PSI,"Cet établissement public a présenté 27 candidats en PSI en 2023. Leur moyenne au bac est estimée à 12,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
91,Franklin Roosevelt,Reims,"10,2",PSI,"Cet établissement public a présenté 73 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enac : 1
	- Phelma : 1
	- Arts et Métiers : 1
	- ESM Saint-Cyr : 1"
91,Frédéric Mistral,Avignon,"10,2",PSI,"Cet établissement public a présenté 39 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 2"
91,Louis Barthou,Pau,"10,2",PSI,"Cet établissement public a présenté 37 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1
	- Arts et Métiers : 1"
91,ORT,Strasbourg,"10,2",PSI,"Cet établissement privé a présenté 22 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1"
91,Roland Garros,Le Tampon,"10,2",PSI,"Cet établissement public a présenté 22 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enseeiht : 1"
91,Saint-Denis,Annonay,"10,2",PSI,"Cet établissement privé a présenté 22 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 1"
91,Saint-Joseph Pierre Rouge,Montferrier-sur-Lez,"10,2",PSI,"Cet établissement privé a présenté 23 candidats en PSI en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 1"
91,Vaugelas,Chambéry,"10,2",PSI,"Cet établissement public a présenté 37 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Phelma : 1
	- Ecole de l'Air et de l'Espace : 1"
104,Assomption,Retiers,"10,1",PSI,"Cet établissement privé a présenté 55 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
104,Etienne Mimard,Saint-Etienne,"10,1",PSI,"Cet établissement public a présenté 41 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 1"
104,Gustave Eiffel,Dijon,"10,1",PSI,"Cet établissement public a présenté 34 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 1"
104,Urbain Mongazon,Angers,"10,1",PSI,"Cet établissement privé a présenté 87 candidats en PSI en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
108,Bellevue,Fort-de-France,10,PSI,Cet établissement public a présenté 21 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15 sur 20.
108,Frédéric Ozanam,Lille,10,PSI,Cet établissement privé a présenté 52 candidats en PSI en 2023.
108,Jean XXIII,Montigny-lès-Metz,10,PSI,Cet établissement privé a présenté 15 candidats en PSI en 2023.
108,La Croix Rouge La Salle,Brest,10,PSI,"Cet établissement privé a présenté 48 candidats en PSI en 2023. Leur moyenne au bac est estimée à 12,9 sur 20."
108,La Salle,Lille,10,PSI,"Cet établissement privé a présenté 93 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,3 sur 20."
108,Les Chartreux,Lyon 1er,10,PSI,Cet établissement privé a présenté 76 candidats en PSI en 2023.
108,Louis Couffignal,Strasbourg,10,PSI,"Cet établissement public a présenté 26 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,5 sur 20."
108,Léon-Gontran Damas,Remire-Montjoly,10,PSI,"Cet établissement public a présenté 25 candidats en PSI en 2023. Leur moyenne au bac est estimée à 14,7 sur 20."
108,Paul Eluard,Saint-Denis,10,PSI,"Cet établissement public a présenté 12 candidats en PSI en 2023. Leur moyenne au bac est estimée à 12,6 sur 20."
108,Raoul Follereau,Belfort,10,PSI,"Cet établissement public a présenté 15 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,3 sur 20."
108,Robespierre,Arras,10,PSI,"Cet établissement public a présenté 30 candidats en PSI en 2023. Leur moyenne au bac est estimée à 15,3 sur 20."
108,Saint-Etienne,Strasbourg,10,PSI,Cet établissement privé a présenté 12 candidats en PSI en 2023.
108,Saint-Joseph La Cordeille,Ollioules,10,PSI,Cet établissement privé a présenté 41 candidats en PSI en 2023.
