Rang,Etablissement,Commune,Note,Filière,Texte
82,Godefroy de Bouillon,Clermont-Ferrand,"10,5",MP,"{'Mines Nancy': 1, 'ESTP': 2}"
82,Philibert Dessaignes,Blois,"10,5",MP,{'Phelma': 2}
82,Saint-Rémi,Roubaix,"10,5",MP,"{'Enseeiht': 1, 'Télécom SudParis': 1, 'ESTP': 1}"
88,Emmanuel d'Alzon,Nîmes,"10,4",MP,"{'Enac': 1, 'Enseeiht': 1, 'ESTP': 2}"
88,Gustave Monod,Enghien-les-Bains,"10,4",MP,{'Ecole centrale de Lille': 2}
88,Robespierre,Arras,"10,4",MP,"{'Ensta Paris': 1, 'Ensimag': 2}"
91,Albert Schweitzer,Mulhouse,"10,3",MP,"{'Télécom SudParis': 2, 'ESTP': 2}"
91,Bellevue,Fort-de-France,"10,3",MP,{'ESTP': 1}
91,Claude Bernard,Paris 16e,"10,3",MP,{'ESTP': 2}
91,Jacques Decour,Paris 9e,"10,3",MP,"{'Ecole centrale de Lille': 1, 'Arts et Métiers': 1}"
91,Jean Bart,Dunkerque,"10,3",MP,{'Télécom SudParis': 1}
91,Jean Moulin,Forbach,"10,3",MP,{'Télécom SudParis': 1}
91,Lalande,Bourg-en-Bresse,"10,3",MP,"{'Enseeiht': 1, 'ESTP': 1}"
91,Marceau,Chartres,"10,3",MP,{'Ensta Bretagne': 3}
91,Notre-Dame de Sion,Marseille 6e,"10,3",MP,"{'Ensimag': 2, 'ESTP': 1}"
91,Pierre-Gilles de Gennes,Paris 13e,"10,3",MP,"{'Télécom SudParis': 1, 'ESTP': 2}"
91,Sainte-Croix Saint-Euverte,Orléans,"10,3",MP,{'Phelma': 1}
91,Sainte-Marie Grand Lebrun,Bordeaux,"10,3",MP,"{'IMT Atlantique': 1, 'ESTP': 2}"
103,Albert Châtelet,Douai,"10,2",MP,"{'Enseeiht': 1, 'Centrale Méditerranée': 1}"
103,Camille Vernet,Valence,"10,2",MP,{'Télécom SudParis': 1}
103,Leconte de Lisle,Saint-Denis,"10,2",MP,{'ESTP': 1}
103,Notre-Dame de Grâce,Maubeuge,"10,2",MP,{'Télécom SudParis': 1}
107,Alain Fournier,Bourges,"10,1",MP,{'Ensimag': 1}
107,Dumont d'Urville,Toulon,"10,1",MP,{'ESTP': 1}
109,Claude Gellée,Epinal,10,MP,{}
109,La Salle,Lille,10,MP,{}
109,Les Chartreux,Lyon 1er,10,MP,{}
109,Mariette,Boulogne-sur-Mer,10,MP,{}
109,Parc des Loges,Evry,10,MP,{}
109,Saint-Exupéry,Mantes-la-Jolie,10,MP,{}
109,Saint-François d'Assise,La Roche-sur-Yon,10,MP,{}
109,Sainte-Anne,Brest,10,MP,{}
1,Aux Lazaristes,Lyon 5e,20,MPI,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 4, 'CentraleSupélec': 1, 'Télécom Paris': 6, 'Ensimag': 1}"
2,Louis Le Grand,Paris 5e,"18,9",MPI,"{'ENS Ulm': 6, 'ENS de Lyon': 4, 'ENS Rennes': 1, 'Ecole polytechnique': 10, 'CentraleSupélec': 6, 'Ponts ParisTech': 2, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1}"
3,Pierre de Fermat,Toulouse,"14,8",MPI,"{'ENS Paris-Saclay': 3, 'CentraleSupélec': 3, 'Télécom Paris': 4, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 3, 'Ensae': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 3, 'Enac': 1, 'Ensimag': 3, 'Enseeiht': 3}"
4,Saint-Louis,Paris 6e,"14,3",MPI,"{'ENS Paris-Saclay': 2, 'ENS Rennes': 1, 'Ecole polytechnique': 3, 'Mines Paris': 1, 'CentraleSupélec': 1, 'Télécom Paris': 4, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Ensae': 1, 'IMT Atlantique': 4, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 3, 'Enseeiht': 3, 'Télécom SudParis': 1}"
5,Le Parc,Lyon 6e,"14,2",MPI,"{'ENS Ulm': 1, 'ENS de Lyon': 3, 'Ecole polytechnique': 2, 'Mines Paris': 1, 'Télécom Paris': 5, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 1, 'Ensae': 2, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Ensta Bretagne': 2}"
6,Descartes,Tours,"13,1",MPI,"{'ENS de Lyon': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 4, 'Télécom Paris': 1, 'Isae-Supaero': 1, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 1, 'Ensimag': 1, 'Télécom SudParis': 2}"
7,Thiers,Marseille 1er,13,MPI,"{'ENS Rennes': 1, 'CentraleSupélec': 2, 'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Isae-Supaero': 2, 'Ensimag': 6, 'Phelma': 1, 'Télécom SudParis': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2}"
8,Fénelon Sainte-Marie,Paris 8e,"12,6",MPI,"{'ENS de Lyon': 1, 'ENS Rennes': 1, 'CentraleSupélec': 2, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Ensae': 1, 'Ensimag': 2}"
9,Montaigne,Bordeaux,"12,4",MPI,"{'CentraleSupélec': 1, 'Télécom Paris': 2, 'Ensta Paris': 1, 'Isae-Supaero': 1, 'IMT Atlantique': 1, 'Mines Nancy': 2, 'Ensimag': 4, 'Phelma': 3, 'Enseeiht': 1, 'Ensta Bretagne': 1}"
10,Champollion,Grenoble,"12,1",MPI,"{'ENS de Lyon': 1, 'CentraleSupélec': 1, 'Ecole centrale de Lyon': 1, 'Ensae': 1, 'IMT Atlantique': 1, 'Enac': 1, 'Ensimag': 5, 'Phelma': 1, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Ensta Bretagne': 1}"
11,Clemenceau,Nantes,"11,8",MPI,"{'Ponts ParisTech': 1, 'Télécom Paris': 2, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 3, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Télécom SudParis': 1, 'Centrale Méditerranée': 2}"
12,Faidherbe,Lille,"11,6",MPI,"{'Ecole polytechnique': 1, 'Télécom Paris': 2, 'Ecole centrale de Lille': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Enac': 3, 'Ensimag': 1, 'Ensta Bretagne': 1}"
12,Janson de Sailly,Paris 16e,"11,6",MPI,"{'CentraleSupélec': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Ensae': 1, 'Ensimag': 1, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Centrale Méditerranée': 1}"
12,Kléber,Strasbourg,"11,6",MPI,"{'ENS de Lyon': 1, 'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 3, 'Centrale Méditerranée': 1}"
15,Lycée international de Valbonne,Sophia Antipolis,"11,4",MPI,"{'ENS Rennes': 1, 'CentraleSupélec': 1, 'Télécom Paris': 1, 'Isae-Supaero': 1, 'Ensimag': 1, 'Télécom SudParis': 1}"
16,Claude Fauriel,Saint-Etienne,"11,3",MPI,"{'CentraleSupélec': 1, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Enseeiht': 3}"
16,Paul Valéry,Paris 12e,"11,3",MPI,"{'Télécom Paris': 2, 'Ecole centrale de Lille': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 1, 'Enseeiht': 1}"
18,Carnot,Dijon,11,MPI,"{'Ensta Paris': 1, 'Mines Nancy': 1, 'Ensimag': 4}"
19,Victor Hugo,Besançon,"10,8",MPI,"{'ENS Rennes': 1, 'Enac': 1, 'Ensimag': 1, 'Télécom SudParis': 1}"
20,Gay-Lussac,Limoges,"10,7",MPI,"{'Ensta Paris': 1, 'IMT Atlantique': 1, 'Télécom SudParis': 1}"
20,Henri Wallon,Valenciennes,"10,7",MPI,"{'CentraleSupélec': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1}"
22,Franklin Roosevelt,Reims,"10,4",MPI,"{'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 1, 'Enseeiht': 1}"
22,Louis Thuillier,Amiens,"10,4",MPI,{'CentraleSupélec': 1}
24,Charles Coeffin,Baie-Mahault,10,MPI,{}
24,Colbert,Tourcoing,10,MPI,{}
1,Sainte-Geneviève,Versailles,20,PC,"{'ENS Ulm': 1, 'ENS Paris-Saclay': 2, 'Ecole polytechnique': 44, 'Mines Paris': 5, 'CentraleSupélec': 31, 'Ponts ParisTech': 5, 'Télécom Paris': 4, 'Ensta Paris': 1, 'Isae-Supaero': 1, 'Ensae': 2, 'ESPCI': 4, 'Centrale Nantes': 5, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'Arts et Métiers': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3, ""Ecole de l'Air et de l'Espace"": 1}"
2,Henri IV,Paris 5e,"19,3",PC,"{'ENS Ulm': 2, 'ENS de Lyon': 2, 'ENS Paris-Saclay': 1, 'Ecole polytechnique': 12, 'Mines Paris': 2, 'CentraleSupélec': 4, 'Ponts ParisTech': 2, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'ESPCI': 6, 'Mines Nancy': 2, 'Chimie ParisTech': 2}"
3,Aux Lazaristes,Lyon 5e,"17,9",PC,"{'ENS Ulm': 1, 'Ecole polytechnique': 9, 'Mines Paris': 3, 'CentraleSupélec': 7, 'Ponts ParisTech': 1, 'Isae-Supaero': 3, 'ESPCI': 2, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 3, 'Enac': 1, 'Centrale Méditerranée': 1}"
4,Stanislas,Paris 6e,"17,2",PC,"{'ENS Ulm': 1, 'Ecole polytechnique': 19, 'Mines Paris': 1, 'CentraleSupélec': 20, 'Ponts ParisTech': 3, 'Télécom Paris': 6, 'Ensta Paris': 4, 'Ecole centrale de Lyon': 2, 'ESPCI': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 2, 'Chimie ParisTech': 3, 'Ensimag': 1, 'Phelma': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1, 'Ecole Navale': 1}"
5,Louis Le Grand,Paris 5e,"16,9",PC,"{'ENS Ulm': 3, 'ENS de Lyon': 3, 'ENS Paris-Saclay': 2, 'Ecole polytechnique': 22, 'Mines Paris': 2, 'CentraleSupélec': 13, 'Ponts ParisTech': 5, 'Télécom Paris': 3, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'ESPCI': 7, 'Centrale Nantes': 2, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Chimie ParisTech': 4, 'Arts et Métiers': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3}"
6,Hoche,Versailles,"15,4",PC,"{'ENS Ulm': 1, 'Ecole polytechnique': 3, 'Mines Paris': 1, 'CentraleSupélec': 11, 'Ponts ParisTech': 5, 'Télécom Paris': 1, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 6, 'Isae-Supaero': 3, 'ESPCI': 4, 'Centrale Nantes': 4, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 3, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 1, 'Enac': 1, 'Phelma': 1, 'Télécom SudParis': 4, 'Arts et Métiers': 2, 'ESTP': 4, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 1}"
6,Louis Pasteur,Neuilly-sur-Seine,"15,4",PC,"{'ENS de Lyon': 2, 'Ecole polytechnique': 4, 'Mines Paris': 1, 'CentraleSupélec': 13, 'Ponts ParisTech': 5, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 1, 'ESPCI': 5, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 3, 'Mines Nancy': 1, 'Chimie ParisTech': 2, 'Phelma': 2, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'ESTP': 3, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
8,Michelet,Vanves,"14,9",PC,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 1, 'Mines Paris': 1, 'CentraleSupélec': 4, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'ESPCI': 1, 'Centrale Nantes': 4, 'IMT Atlantique': 5, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 1, 'Phelma': 2, 'Ensta Bretagne': 2, 'Ecole Navale': 1}"
9,Le Parc,Lyon 6e,"13,8",PC,"{'ENS de Lyon': 3, 'ENS Paris-Saclay': 1, 'Ecole polytechnique': 6, 'CentraleSupélec': 6, 'Ponts ParisTech': 2, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 4, 'ESPCI': 4, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 6, 'IMT Atlantique': 6, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 6, 'Chimie ParisTech': 4, 'Enac': 1, 'Phelma': 1, 'Centrale Méditerranée': 10}"
10,Saint-Louis,Paris 6e,"13,6",PC,"{'ENS Ulm': 1, 'ENS de Lyon': 1, 'Ecole polytechnique': 6, 'Mines Paris': 1, 'CentraleSupélec': 13, 'Ponts ParisTech': 3, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 8, 'ESPCI': 5, 'Centrale Nantes': 8, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 4, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Chimie ParisTech': 1, 'Enac': 1, 'Phelma': 7, 'Télécom SudParis': 6, 'Arts et Métiers': 2, 'ESTP': 5, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 6, 'Ecole Navale': 2}"
11,Blaise Pascal,Orsay,"13,3",PC,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'IMT Atlantique': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 3, 'Télécom SudParis': 2, 'ESTP': 5, 'Ensta Bretagne': 1}"
12,Janson de Sailly,Paris 16e,"13,2",PC,"{'Ecole polytechnique': 1, 'Mines Paris': 1, 'CentraleSupélec': 6, 'Ponts ParisTech': 3, 'Télécom Paris': 3, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 3, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 5, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 3, 'Chimie ParisTech': 2, 'Phelma': 1, 'Télécom SudParis': 3, 'ESTP': 10, 'Centrale Méditerranée': 2}"
13,Montaigne,Bordeaux,"13,1",PC,"{'ENS Paris-Saclay': 2, 'Ecole polytechnique': 2, 'Mines Paris': 1, 'CentraleSupélec': 2, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'ESPCI': 3, 'Centrale Nantes': 4, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 5, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Chimie ParisTech': 4, 'Phelma': 3, 'Enseeiht': 2, 'Télécom SudParis': 1, 'ESTP': 2, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 3}"
14,Thiers,Marseille 1er,"12,8",PC,"{'ENS Ulm': 1, 'ENS Paris-Saclay': 2, 'Ecole polytechnique': 1, 'CentraleSupélec': 2, 'Ponts ParisTech': 2, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Ensae': 1, 'ESPCI': 3, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 3, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Phelma': 2, 'Enseeiht': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 1, 'ESTP': 2, 'Centrale Méditerranée': 2, ""Ecole de l'Air et de l'Espace"": 1}"
15,Clemenceau,Nantes,"12,7",PC,"{'ENS Ulm': 1, 'ENS de Lyon': 3, 'ENS Paris-Saclay': 2, 'CentraleSupélec': 4, 'Ensta Paris': 4, 'Ecole centrale de Lyon': 1, 'ESPCI': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 4, 'Chimie ParisTech': 2, 'Ensimag': 1, 'Phelma': 1, 'Centrale Méditerranée': 1}"
16,Chaptal,Paris 8e,"12,6",PC,"{'ENS Ulm': 1, 'Mines Paris': 3, 'CentraleSupélec': 1, 'Télécom Paris': 3, 'Ensta Paris': 3, 'ESPCI': 2, 'Centrale Nantes': 2, 'IMT Atlantique': 5, 'Chimie ParisTech': 2, 'Enac': 1, 'Phelma': 1, 'ESTP': 5, 'Centrale Méditerranée': 6}"
16,Henri Poincaré,Nancy,"12,6",PC,"{'ENS Ulm': 1, 'ENS de Lyon': 5, 'CentraleSupélec': 4, 'Ensta Paris': 1, 'Isae-Supaero': 2, 'Centrale Nantes': 1, 'Mines Nancy': 3, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Phelma': 4, 'Enseeiht': 2, 'ESTP': 2, 'Centrale Méditerranée': 1}"
18,Lakanal,Sceaux,"12,5",PC,"{'CentraleSupélec': 1, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 3, 'IMT Atlantique': 4, 'Mines Nancy': 5, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 1, 'ESTP': 7, 'Centrale Méditerranée': 8}"
19,Champollion,Grenoble,"12,4",PC,"{'Ecole polytechnique': 3, 'Mines Paris': 1, 'CentraleSupélec': 1, 'Ecole centrale de Lyon': 2, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Chimie ParisTech': 2, 'Enac': 1, 'Ensimag': 1, 'Phelma': 7, 'Enseeiht': 2, 'ESTP': 1, 'Centrale Méditerranée': 5}"
20,Pierre de Fermat,Toulouse,"12,3",PC,"{'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 3, 'Ensae': 1, 'ESPCI': 2, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Chimie ParisTech': 4, 'Enac': 1, 'Phelma': 2, 'Enseeiht': 4, 'Centrale Méditerranée': 3, 'ESM Saint-Cyr': 1, ""Ecole de l'Air et de l'Espace"": 1}"
21,Fénelon,Paris 6e,"12,2",PC,"{'ENS Ulm': 1, 'CentraleSupélec': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Chimie ParisTech': 2, 'Enac': 2, 'Phelma': 2, 'Ensta Bretagne': 1, 'Ecole Navale': 1}"
21,Masséna,Nice,"12,2",PC,"{'ENS Paris-Saclay': 1, 'CentraleSupélec': 2, 'Télécom Paris': 1, 'Isae-Supaero': 1, 'ESPCI': 2, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 6, 'Mines Nancy': 2, 'Chimie ParisTech': 2, 'Enac': 1, 'Phelma': 3, 'Enseeiht': 6, 'Télécom SudParis': 2, 'Arts et Métiers': 1, 'ESTP': 4, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1, 'Ecole Navale': 1}"
21,Paul Cézanne,Aix-en-Provence,"12,2",PC,"{'Ecole polytechnique': 2, 'CentraleSupélec': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 3, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Chimie ParisTech': 2, 'Enac': 2, 'Ensimag': 1, 'Phelma': 1, 'ESTP': 6, 'Centrale Méditerranée': 3, 'Ecole Navale': 1}"
24,Chateaubriand,Rennes,"11,9",PC,"{'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Ponts ParisTech': 2, 'Télécom Paris': 1, 'ESPCI': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 2, 'Chimie ParisTech': 1, 'Phelma': 2, 'Télécom SudParis': 2, 'Arts et Métiers': 1, 'Centrale Méditerranée': 6}"
24,Fénelon Sainte-Marie,Paris 8e,"11,9",PC,"{'Ensae': 1, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'ESTP': 10, 'Centrale Méditerranée': 1}"
26,Buffon,Paris 15e,"11,8",PC,"{'Ensta Paris': 1, 'Isae-Supaero': 1, 'IMT Atlantique': 2, 'Enac': 1, 'Enseeiht': 1, 'Arts et Métiers': 1, 'ESTP': 6, 'Centrale Méditerranée': 1}"
26,Joffre,Montpellier,"11,8",PC,"{'ENS de Lyon': 2, 'ENS Paris-Saclay': 2, 'Ecole polytechnique': 1, 'CentraleSupélec': 2, 'Ecole centrale de Lyon': 1, 'ESPCI': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'Enac': 1, 'Phelma': 2, 'Télécom SudParis': 1, 'Centrale Méditerranée': 6}"
28,La Martinière Monplaisir,Lyon 8e,"11,7",PC,"{'Ecole polytechnique': 1, 'CentraleSupélec': 2, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'ESPCI': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Mines Nancy': 3, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 2, 'Phelma': 2, 'Centrale Méditerranée': 2, ""Ecole de l'Air et de l'Espace"": 1}"
29,Faidherbe,Lille,"11,6",PC,"{'ENS de Lyon': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 1, 'ESTP': 6, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 2}"
29,Kléber,Strasbourg,"11,6",PC,"{'CentraleSupélec': 5, 'Ensta Paris': 1, 'ESPCI': 1, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 1, 'Mines Nancy': 3, 'Phelma': 1, 'ESTP': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 4}"
29,Saliège,Balma,"11,6",PC,"{'CentraleSupélec': 1, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 1, 'Enac': 1, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3}"
32,Charlemagne,Paris 4e,"11,5",PC,"{'Centrale Nantes': 2, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Phelma': 7, 'Télécom SudParis': 3, 'Centrale Méditerranée': 3}"
32,Pierre Corneille,Rouen,"11,5",PC,"{'ENS Ulm': 1, 'CentraleSupélec': 2, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 1, 'ESPCI': 1, 'Centrale Nantes': 2, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 3, 'Enseeiht': 2, 'Télécom SudParis': 1, 'ESTP': 4, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2, 'Ecole Navale': 1}"
34,Blaise Pascal,Clermont-Ferrand,"11,3",PC,"{'CentraleSupélec': 3, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 1, 'Phelma': 2, 'Centrale Méditerranée': 1, ""Ecole de l'Air et de l'Espace"": 1}"
34,Marcelin Berthelot,Saint-Maur-des-Fossés,"11,3",PC,"{'ENS de Lyon': 1, 'Mines Paris': 1, 'CentraleSupélec': 1, 'Isae-Supaero': 1, 'ESPCI': 1, 'Centrale Nantes': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Chimie ParisTech': 1, 'Enac': 1, 'Phelma': 2, 'ESTP': 3, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2, ""Ecole de l'Air et de l'Espace"": 1}"
34,Sainte-Marie,Antony,"11,3",PC,"{'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 1, 'Enseeiht': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2, 'Ecole Navale': 2}"
37,Bellevue,Toulouse,"11,2",PC,"{'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'IMT Atlantique': 2, 'Chimie ParisTech': 1, 'Enac': 1, 'Enseeiht': 1, 'Centrale Méditerranée': 1}"
38,Carnot,Dijon,"11,1",PC,"{'Ecole polytechnique': 1, 'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'ESPCI': 1, 'Phelma': 5, 'ESTP': 1}"
38,Descartes,Tours,"11,1",PC,"{'CentraleSupélec': 1, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 1, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Chimie ParisTech': 1, 'Phelma': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3}"
40,Albert Schweitzer,Le Raincy,11,PC,"{'CentraleSupélec': 1, 'Ecole centrale de Lille': 1, 'ESTP': 3}"
40,Sainte-Marie,Beaucamps-Ligny,11,PC,{'ESTP': 4}
42,Descartes,Montigny-le-Bretonneux,"10,9",PC,"{'ENS Paris-Saclay': 1, 'ESTP': 1}"
42,Henri Wallon,Valenciennes,"10,9",PC,"{'CentraleSupélec': 3, 'Isae-Supaero': 1, 'IMT Atlantique': 1, 'Chimie ParisTech': 2, 'Phelma': 2, 'Centrale Méditerranée': 2}"
42,Jacques Decour,Paris 9e,"10,9",PC,"{'CentraleSupélec': 1, 'IMT Atlantique': 1, 'ESTP': 2, 'Ensta Bretagne': 1}"
42,La Pérouse - Kerichen,Brest,"10,9",PC,"{'Isae-Supaero': 1, 'IMT Atlantique': 1, 'Chimie ParisTech': 1, 'Enac': 1, 'Phelma': 1, 'Centrale Méditerranée': 1, 'Ecole Navale': 1, ""Ecole de l'Air et de l'Espace"": 1}"
42,Saint-Stanislas,Nantes,"10,9",PC,"{'Ecole centrale de Lille': 1, 'Chimie ParisTech': 1, 'Enseeiht': 2, 'ESTP': 2}"
